spend_id,channel,campaign,spend_date,amount,currency,impressions,clicks
111,google_ads,gad_brand,2021-11-07 13:09:00,97356.07,EUR,218436,4935
112,google_ads,gad_generic,2021-11-02 19:03:00,12419.99,EUR,175474,1498
113,google_ads,gad_retargeting,2021-11-14 09:50:00,53191.29,EUR,56649,316
114,meta_ads,fb_prospecting,2021-11-10 11:45:00,19686.31,EUR,639815,11254
115,meta_ads,ig_lookalike,2021-11-01 12:04:00,52678.49,EUR,414875,13389
116,tiktok_ads,tt_awareness,2021-11-18 09:16:00,18595.95,EUR,158665,1735
117,tiktok_ads,tt_conversion,2021-11-05 14:01:00,16328.02,EUR,620045,29523
118,email,newsletter,2021-11-11 10:14:00,1532.15,EUR,88416,4159
119,email,winback,2021-11-04 15:18:00,2109.19,EUR,501399,17783
120,affiliate,aff_partner_a,2021-11-01 12:40:00,12514.86,EUR,204217,7002
121,affiliate,aff_partner_b,2021-11-18 15:24:00,676.79,EUR,427241,22219
122,google_ads,gad_brand,2021-12-02 20:03:00,41793.49,EUR,691188,24942
123,google_ads,gad_generic,2021-12-24 10:53:00,105915.31,EUR,266730,15468
124,google_ads,gad_retargeting,2021-12-11 18:31:00,36538.16,EUR,748297,38158
125,meta_ads,fb_prospecting,2021-12-26 09:53:00,5815.32,EUR,308679,2402
126,meta_ads,ig_lookalike,2021-12-24 11:49:00,33434.79,EUR,199489,11411
127,tiktok_ads,tt_awareness,2021-12-20 14:26:00,3513.85,EUR,379316,19535
128,tiktok_ads,tt_conversion,2021-12-28 09:17:00,23732.45,EUR,462467,19269
129,email,newsletter,2021-12-14 13:45:00,1815.51,EUR,69263,731
130,email,winback,2021-12-08 16:35:00,2017.35,EUR,85204,2465
131,affiliate,aff_partner_a,2021-12-15 11:13:00,42113.59,EUR,384420,18865
132,affiliate,aff_partner_b,2021-12-02 08:37:00,28862.12,EUR,677844,16927
133,google_ads,gad_brand,2022-01-25 08:23:00,4460.64,EUR,735372,39919
134,google_ads,gad_generic,2022-01-18 08:49:00,31461.36,EUR,224717,8096
135,google_ads,gad_retargeting,2022-01-10 10:27:00,52253.56,EUR,722038,22559
136,meta_ads,fb_prospecting,2022-01-28 08:12:00,16422.77,EUR,637429,12129
137,meta_ads,ig_lookalike,2022-01-14 19:16:00,40070.32,EUR,735067,40695
138,tiktok_ads,tt_awareness,2022-01-18 14:42:00,34452.4,EUR,730404,27480
139,tiktok_ads,tt_conversion,2022-01-24 17:31:00,16026.51,EUR,790502,14769
140,email,newsletter,2022-01-04 18:14:00,335.32,EUR,733289,34596
141,email,winback,2022-01-26 08:14:00,690.44,EUR,515179,19254
142,affiliate,aff_partner_a,2022-01-23 09:46:00,45855.44,EUR,462817,13509
143,affiliate,aff_partner_b,2022-01-18 17:52:00,31191.0,EUR,67883,2724
144,google_ads,gad_brand,2022-02-06 16:28:00,47896.13,EUR,196259,6869
145,google_ads,gad_generic,2022-02-01 11:38:00,20070.01,EUR,662883,26680
146,google_ads,gad_retargeting,2022-02-05 15:38:00,55863.69,EUR,246473,6532
147,meta_ads,fb_prospecting,2022-02-07 14:55:00,13862.04,EUR,387726,5719
148,meta_ads,ig_lookalike,2022-02-16 09:30:00,15498.68,EUR,420601,13505
149,tiktok_ads,tt_awareness,2022-02-11 20:02:00,27810.97,EUR,577933,23002
150,tiktok_ads,tt_conversion,2022-02-18 08:56:00,39587.75,EUR,34036,1766
151,email,newsletter,2022-02-04 12:28:00,1674.7,EUR,43183,2494
152,email,winback,2022-02-09 16:56:00,1838.29,EUR,598942,19168
153,affiliate,aff_partner_a,2022-02-25 12:09:00,39116.65,EUR,604837,25810
154,affiliate,aff_partner_b,2022-02-21 14:37:00,31741.4,EUR,662801,6558
155,google_ads,gad_brand,2022-03-19 14:58:00,58916.92,EUR,212135,4074
156,google_ads,gad_generic,2022-03-10 14:53:00,82827.58,EUR,111816,3889
157,google_ads,gad_retargeting,2022-03-10 11:25:00,87547.84,EUR,538396,25840
158,meta_ads,fb_prospecting,2022-03-23 19:58:00,43615.82,EUR,371759,8092
159,meta_ads,ig_lookalike,2022-03-01 19:54:00,16265.67,EUR,250995,14169
160,tiktok_ads,tt_awareness,2022-03-25 15:15:00,17846.97,EUR,447312,5450
161,tiktok_ads,tt_conversion,2022-03-25 18:52:00,37925.02,EUR,694523,3793
162,email,newsletter,2022-03-18 10:13:00,1399.41,EUR,752936,17135
163,email,winback,2022-03-13 08:46:00,175.64,EUR,552829,27718
164,affiliate,aff_partner_a,2022-03-26 16:06:00,9520.76,EUR,443767,9333
165,affiliate,aff_partner_b,2022-03-10 10:40:00,28792.66,EUR,658858,4224
166,google_ads,gad_brand,2022-04-17 13:37:00,106058.56,EUR,746157,3838
167,google_ads,gad_generic,2022-04-17 14:21:00,492.67,EUR,479971,5521
168,google_ads,gad_retargeting,2022-04-12 10:19:00,100216.01,EUR,264162,9270
169,meta_ads,fb_prospecting,2022-04-17 18:15:00,43606.17,EUR,475495,10006
170,meta_ads,ig_lookalike,2022-04-04 19:40:00,30603.56,EUR,785595,9868
171,tiktok_ads,tt_awareness,2022-04-15 13:55:00,39710.16,EUR,327736,8389
172,tiktok_ads,tt_conversion,2022-04-19 12:01:00,31513.36,EUR,640926,33131
173,email,newsletter,2022-04-08 16:27:00,347.64,EUR,676897,35936
174,email,winback,2022-04-11 16:42:00,1027.43,EUR,271184,2768
175,affiliate,aff_partner_a,2022-04-11 14:28:00,41769.87,EUR,483070,12430
176,affiliate,aff_partner_b,2022-04-08 11:08:00,22043.74,EUR,194318,7736
177,google_ads,gad_brand,2022-05-09 14:59:00,33461.12,EUR,227747,9406
178,google_ads,gad_generic,2022-05-20 15:06:00,104283.08,EUR,266404,7640
179,google_ads,gad_retargeting,2022-05-25 19:48:00,42112.95,EUR,722919,8553
180,meta_ads,fb_prospecting,2022-05-02 14:25:00,25315.99,EUR,372194,6395
181,meta_ads,ig_lookalike,2022-05-06 13:19:00,20384.14,EUR,690033,14613
182,tiktok_ads,tt_awareness,2022-05-24 19:20:00,33862.89,EUR,469325,13209
183,tiktok_ads,tt_conversion,2022-05-03 20:03:00,31393.14,EUR,294427,17134
184,email,newsletter,2022-05-23 20:46:00,1300.83,EUR,427914,4941
185,email,winback,2022-05-21 14:12:00,353.36,EUR,750634,14356
186,affiliate,aff_partner_a,2022-05-01 16:24:00,32961.0,EUR,693602,36558
187,affiliate,aff_partner_b,2022-05-08 20:21:00,8981.58,EUR,531286,13298
188,google_ads,gad_brand,2022-06-10 13:40:00,488.87,EUR,176920,10284
189,google_ads,gad_generic,2022-06-14 11:05:00,5358.52,EUR,388318,18766
190,google_ads,gad_retargeting,2022-06-11 20:35:00,36801.4,EUR,259430,4834
191,meta_ads,fb_prospecting,2022-06-10 11:49:00,44904.43,EUR,192137,5752
192,meta_ads,ig_lookalike,2022-06-21 13:53:00,50023.77,EUR,251851,10113
193,tiktok_ads,tt_awareness,2022-06-16 18:37:00,18381.85,EUR,560106,18920
194,tiktok_ads,tt_conversion,2022-06-22 17:51:00,39987.12,EUR,86243,2106
195,email,newsletter,2022-06-28 11:18:00,942.97,EUR,414476,5677
196,email,winback,2022-06-06 14:59:00,1755.87,EUR,695657,18477
197,affiliate,aff_partner_a,2022-06-26 14:16:00,14840.8,EUR,507175,25500
198,affiliate,aff_partner_b,2022-06-20 12:03:00,3919.02,EUR,707831,10171
199,google_ads,gad_brand,2022-07-26 19:50:00,22542.74,EUR,76442,1243
200,google_ads,gad_generic,2022-07-26 13:09:00,8886.27,EUR,296444,15775
201,google_ads,gad_retargeting,2022-07-22 11:09:00,98253.33,EUR,785389,19538
202,meta_ads,fb_prospecting,2022-07-12 09:22:00,545.64,EUR,564020,28341
203,meta_ads,ig_lookalike,2022-07-26 16:00:00,47828.25,EUR,608030,29318
204,tiktok_ads,tt_awareness,2022-07-14 10:07:00,31557.78,EUR,530396,20037
205,tiktok_ads,tt_conversion,2022-07-08 14:42:00,19164.42,EUR,416553,14721
206,email,newsletter,2022-07-03 16:59:00,2402.56,EUR,170580,9284
207,email,winback,2022-07-06 16:11:00,1844.42,EUR,377884,18823
208,affiliate,aff_partner_a,2022-07-17 14:13:00,43036.75,EUR,422393,9836
209,affiliate,aff_partner_b,2022-07-07 18:47:00,13892.29,EUR,678332,6481
210,google_ads,gad_brand,2022-08-06 10:02:00,9557.4,EUR,123379,4381
211,google_ads,gad_generic,2022-08-05 11:46:00,49749.65,EUR,382723,20898
212,google_ads,gad_retargeting,2022-08-07 13:07:00,16859.91,EUR,669683,15121
213,meta_ads,fb_prospecting,2022-08-26 20:54:00,20344.82,EUR,86998,4588
214,meta_ads,ig_lookalike,2022-08-08 08:29:00,18463.94,EUR,418957,8750
215,tiktok_ads,tt_awareness,2022-08-15 18:00:00,25697.35,EUR,79720,1841
216,tiktok_ads,tt_conversion,2022-08-14 11:05:00,11376.86,EUR,555165,10497
217,email,newsletter,2022-08-24 18:04:00,926.09,EUR,731058,25105
218,email,winback,2022-08-23 20:00:00,383.98,EUR,477949,21599
219,affiliate,aff_partner_a,2022-08-27 11:16:00,31668.22,EUR,218625,8988
220,affiliate,aff_partner_b,2022-08-18 18:05:00,2749.51,EUR,89711,5209
221,google_ads,gad_brand,2022-09-22 11:49:00,59040.8,EUR,609680,23756
222,google_ads,gad_generic,2022-09-02 18:23:00,30780.37,EUR,764719,28630
223,google_ads,gad_retargeting,2022-09-15 09:59:00,1951.63,EUR,517392,4656
224,meta_ads,fb_prospecting,2022-09-14 14:14:00,16439.52,EUR,634843,27652
225,meta_ads,ig_lookalike,2022-09-21 09:52:00,51408.86,EUR,400908,6765
226,tiktok_ads,tt_awareness,2022-09-26 13:55:00,32469.93,EUR,771170,8207
227,tiktok_ads,tt_conversion,2022-09-06 17:38:00,13754.89,EUR,670108,30975
228,email,newsletter,2022-09-27 08:16:00,584.75,EUR,331505,8782
229,email,winback,2022-09-01 19:40:00,1330.0,EUR,530009,10651
230,affiliate,aff_partner_a,2022-09-17 18:58:00,32334.47,EUR,31822,758
231,affiliate,aff_partner_b,2022-09-16 19:40:00,30436.35,EUR,28706,898
232,google_ads,gad_brand,2022-10-09 15:51:00,10157.43,EUR,766390,8981
233,google_ads,gad_generic,2022-10-24 20:09:00,69272.15,EUR,782112,22737
234,google_ads,gad_retargeting,2022-10-16 10:26:00,78649.6,EUR,219563,6682
235,meta_ads,fb_prospecting,2022-10-04 16:26:00,18821.41,EUR,39905,1603
236,meta_ads,ig_lookalike,2022-10-16 20:32:00,44796.47,EUR,459223,4111
237,tiktok_ads,tt_awareness,2022-10-18 17:00:00,31222.06,EUR,666169,4031
238,tiktok_ads,tt_conversion,2022-10-19 11:18:00,20585.42,EUR,496459,19715
239,email,newsletter,2022-10-10 08:37:00,1089.67,EUR,437629,18646
240,email,winback,2022-10-21 10:08:00,1666.9,EUR,340341,9189
241,affiliate,aff_partner_a,2022-10-24 19:16:00,42220.42,EUR,535239,24354
242,affiliate,aff_partner_b,2022-10-28 14:52:00,622.95,EUR,108396,6177
243,google_ads,gad_brand,2022-11-13 11:27:00,29800.2,EUR,586948,32733
244,google_ads,gad_generic,2022-11-12 15:40:00,83438.39,EUR,771652,9551
245,google_ads,gad_retargeting,2022-11-10 14:38:00,36379.46,EUR,700127,8397
246,meta_ads,fb_prospecting,2022-11-25 12:13:00,9290.92,EUR,570150,19400
247,meta_ads,ig_lookalike,2022-11-22 12:48:00,19940.48,EUR,449982,26934
248,tiktok_ads,tt_awareness,2022-11-27 19:14:00,20255.79,EUR,445922,23279
249,tiktok_ads,tt_conversion,2022-11-28 13:18:00,2116.9,EUR,370377,2034
250,email,newsletter,2022-11-13 08:10:00,2158.14,EUR,716749,18040
251,email,winback,2022-11-11 10:16:00,2095.17,EUR,140131,4274
252,affiliate,aff_partner_a,2022-11-20 09:08:00,6621.45,EUR,53471,1794
253,affiliate,aff_partner_b,2022-11-19 10:06:00,33990.31,EUR,428130,11621
254,google_ads,gad_brand,2022-12-17 15:28:00,102273.49,EUR,563541,4509
255,google_ads,gad_generic,2022-12-01 09:12:00,37968.31,EUR,50983,2775
256,google_ads,gad_retargeting,2022-12-27 18:31:00,79712.3,EUR,163703,9143
257,meta_ads,fb_prospecting,2022-12-19 16:35:00,15547.1,EUR,85615,4344
258,meta_ads,ig_lookalike,2022-12-08 18:35:00,5863.69,EUR,655785,11708
259,tiktok_ads,tt_awareness,2022-12-18 10:51:00,36674.5,EUR,519229,17052
260,tiktok_ads,tt_conversion,2022-12-08 18:26:00,18994.76,EUR,207059,9338
261,email,newsletter,2022-12-22 15:35:00,787.0,EUR,301592,2741
262,email,winback,2022-12-26 13:55:00,320.38,EUR,138692,6360
263,affiliate,aff_partner_a,2022-12-06 13:48:00,11621.85,EUR,255887,3389
264,affiliate,aff_partner_b,2022-12-02 13:20:00,33096.64,EUR,93659,3519
265,google_ads,gad_brand,2023-01-13 12:03:00,4085.44,EUR,577252,20174
266,google_ads,gad_generic,2023-01-28 09:43:00,61894.06,EUR,329157,2402
267,google_ads,gad_retargeting,2023-01-10 20:07:00,75988.53,EUR,121381,4338
268,meta_ads,fb_prospecting,2023-01-18 09:31:00,29237.38,EUR,511070,29104
269,meta_ads,ig_lookalike,2023-01-19 11:25:00,42144.04,EUR,560703,20102
270,tiktok_ads,tt_awareness,2023-01-27 17:34:00,22422.58,EUR,27588,149
271,tiktok_ads,tt_conversion,2023-01-19 10:26:00,8900.46,EUR,339216,3582
272,email,newsletter,2023-01-17 12:29:00,1197.94,EUR,400692,23595
273,email,winback,2023-01-28 15:20:00,2184.68,EUR,110026,641
274,affiliate,aff_partner_a,2023-01-03 09:42:00,40806.22,EUR,574301,20776
275,affiliate,aff_partner_b,2023-01-01 10:28:00,37675.01,EUR,62794,2832
276,google_ads,gad_brand,2023-02-04 17:05:00,21138.87,EUR,473674,27192
277,google_ads,gad_generic,2023-02-06 15:57:00,15139.15,EUR,286673,3425
278,google_ads,gad_retargeting,2023-02-03 13:30:00,24126.87,EUR,552113,28829
279,meta_ads,fb_prospecting,2023-02-08 13:57:00,47404.97,EUR,199302,1030
280,meta_ads,ig_lookalike,2023-02-24 12:42:00,6740.83,EUR,752475,26165
281,tiktok_ads,tt_awareness,2023-02-06 17:31:00,8652.04,EUR,96148,773
282,tiktok_ads,tt_conversion,2023-02-26 19:32:00,37566.47,EUR,506590,21334
283,email,newsletter,2023-02-18 12:34:00,823.92,EUR,45808,308
284,email,winback,2023-02-22 10:10:00,888.6,EUR,606100,11573
285,affiliate,aff_partner_a,2023-02-04 09:32:00,14711.89,EUR,736869,6506
286,affiliate,aff_partner_b,2023-02-02 16:52:00,247.47,EUR,482361,28574
287,google_ads,gad_brand,2023-03-12 20:08:00,28086.4,EUR,176463,4602
288,google_ads,gad_generic,2023-03-07 19:05:00,60016.54,EUR,675171,4384
289,google_ads,gad_retargeting,2023-03-12 17:36:00,12030.82,EUR,165445,3142
290,meta_ads,fb_prospecting,2023-03-14 15:37:00,37339.14,EUR,47330,1325
291,meta_ads,ig_lookalike,2023-03-28 15:44:00,44093.1,EUR,407978,14544
292,tiktok_ads,tt_awareness,2023-03-17 20:09:00,14229.13,EUR,353938,19903
293,tiktok_ads,tt_conversion,2023-03-21 12:47:00,5240.95,EUR,547561,22693
294,email,newsletter,2023-03-14 16:21:00,2181.64,EUR,495621,17445
295,email,winback,2023-03-21 15:43:00,2358.52,EUR,309516,12518
296,affiliate,aff_partner_a,2023-03-23 19:29:00,29109.35,EUR,218976,11479
297,affiliate,aff_partner_b,2023-03-20 11:38:00,40184.84,EUR,409797,18872
298,google_ads,gad_brand,2023-04-25 17:04:00,89475.63,EUR,202768,10433
299,google_ads,gad_generic,2023-04-26 12:45:00,6238.44,EUR,759458,30730
300,google_ads,gad_retargeting,2023-04-09 14:12:00,108920.99,EUR,579751,25914
301,meta_ads,fb_prospecting,2023-04-24 20:29:00,20223.95,EUR,782938,7367
302,meta_ads,ig_lookalike,2023-04-02 19:32:00,2417.49,EUR,152512,3523
303,tiktok_ads,tt_awareness,2023-04-07 08:38:00,37860.59,EUR,352365,1976
304,tiktok_ads,tt_conversion,2023-04-07 16:18:00,18324.91,EUR,362859,20406
305,email,newsletter,2023-04-27 18:55:00,1208.8,EUR,34712,394
306,email,winback,2023-04-27 15:51:00,1821.0,EUR,752942,22724
307,affiliate,aff_partner_a,2023-04-04 20:49:00,32804.1,EUR,214094,8091
308,affiliate,aff_partner_b,2023-04-08 10:17:00,21906.76,EUR,417648,5662
309,google_ads,gad_brand,2023-05-16 14:54:00,59148.26,EUR,764183,17584
310,google_ads,gad_generic,2023-05-03 10:10:00,50467.15,EUR,640515,14210
311,google_ads,gad_retargeting,2023-05-06 08:57:00,89761.41,EUR,55901,2260
312,meta_ads,fb_prospecting,2023-05-08 19:20:00,17335.2,EUR,31305,1680
313,meta_ads,ig_lookalike,2023-05-13 12:51:00,31585.4,EUR,230195,13070
314,tiktok_ads,tt_awareness,2023-05-02 12:03:00,15533.41,EUR,756603,22929
315,tiktok_ads,tt_conversion,2023-05-22 19:46:00,29160.99,EUR,584513,5407
316,email,newsletter,2023-05-24 09:33:00,703.93,EUR,466876,7532
317,email,winback,2023-05-17 13:26:00,1303.67,EUR,548448,19336
318,affiliate,aff_partner_a,2023-05-28 15:07:00,16789.59,EUR,679218,13323
319,affiliate,aff_partner_b,2023-05-14 10:08:00,29840.7,EUR,187389,10404
320,google_ads,gad_brand,2023-06-25 13:18:00,28929.64,EUR,692923,28924
321,google_ads,gad_generic,2023-06-09 18:39:00,61803.29,EUR,519528,4820
322,google_ads,gad_retargeting,2023-06-08 17:55:00,38540.4,EUR,478138,18652
323,meta_ads,fb_prospecting,2023-06-17 14:29:00,18456.22,EUR,270239,11595
324,meta_ads,ig_lookalike,2023-06-03 14:23:00,7514.82,EUR,783475,36046
325,tiktok_ads,tt_awareness,2023-06-14 11:42:00,25824.44,EUR,431081,20224
326,tiktok_ads,tt_conversion,2023-06-15 18:38:00,4346.85,EUR,581741,29681
327,email,newsletter,2023-06-27 20:48:00,1145.42,EUR,479978,24709
328,email,winback,2023-06-24 17:31:00,1986.31,EUR,736265,32926
329,affiliate,aff_partner_a,2023-06-06 09:21:00,25767.39,EUR,386917,3937
330,affiliate,aff_partner_b,2023-06-06 16:49:00,30175.56,EUR,106320,4861
331,google_ads,gad_brand,2023-07-03 12:19:00,636.31,EUR,45837,2152
332,google_ads,gad_generic,2023-07-26 10:19:00,67234.74,EUR,583228,8270
333,google_ads,gad_retargeting,2023-07-25 19:00:00,99795.03,EUR,793564,27353
