user_id,channel,campaign,acquired_at
87,organic,organic,2023-02-27 03:24:11
88,meta_ads,fb_prospecting,2023-02-24 22:42:43
89,tiktok_ads,tt_conversion,2023-02-18 04:50:38
90,meta_ads,ig_lookalike,2023-02-16 07:59:38
91,google_ads,gad_retargeting,2023-02-19 05:29:41
92,google_ads,gad_brand,2023-02-09 11:17:24
93,referral,refer_a_friend,2023-02-20 05:18:13
94,referral,refer_a_friend,2023-02-01 21:47:54
95,referral,refer_a_friend,2023-02-21 03:47:43
96,google_ads,gad_retargeting,2023-02-22 13:13:43
97,meta_ads,fb_prospecting,2023-02-17 01:04:40
98,google_ads,gad_brand,2023-02-05 06:53:54
99,referral,refer_a_friend,2023-02-24 13:44:03
100,meta_ads,fb_prospecting,2023-02-07 12:51:53
101,meta_ads,fb_prospecting,2023-02-22 13:24:36
102,meta_ads,ig_lookalike,2023-02-28 05:55:17
103,tiktok_ads,tt_conversion,2023-02-21 02:45:29
104,tiktok_ads,tt_awareness,2023-02-11 01:54:32
105,tiktok_ads,tt_awareness,2023-02-01 20:38:02
106,google_ads,gad_retargeting,2023-02-19 20:55:56
107,email,newsletter,2023-02-06 06:05:00
108,tiktok_ads,tt_conversion,2023-02-24 08:46:30
109,meta_ads,ig_lookalike,2023-02-09 10:58:42
110,organic,organic,2023-03-20 23:25:52
111,google_ads,gad_brand,2023-03-10 02:40:30
112,tiktok_ads,tt_conversion,2023-03-10 14:10:35
113,google_ads,gad_brand,2023-03-11 06:42:17
114,referral,refer_a_friend,2023-03-17 05:09:19
115,affiliate,aff_partner_b,2023-03-16 07:49:45
116,tiktok_ads,tt_awareness,2023-03-14 15:36:05
117,meta_ads,fb_prospecting,2023-03-15 15:01:55
118,meta_ads,fb_prospecting,2023-03-08 08:02:47
119,email,winback,2023-03-04 17:15:45
120,tiktok_ads,tt_conversion,2023-03-19 04:21:45
121,google_ads,gad_brand,2023-03-01 15:37:13
122,meta_ads,fb_prospecting,2023-03-18 15:36:10
123,referral,refer_a_friend,2023-03-19 15:10:41
124,referral,refer_a_friend,2023-03-05 04:00:39
125,google_ads,gad_brand,2023-03-05 08:56:51
126,google_ads,gad_brand,2023-03-02 16:04:05
127,google_ads,gad_generic,2023-03-04 03:43:20
128,tiktok_ads,tt_awareness,2023-03-12 02:59:12
129,meta_ads,ig_lookalike,2023-03-21 22:34:29
130,tiktok_ads,tt_awareness,2023-03-05 10:05:21
131,referral,refer_a_friend,2023-03-23 16:19:33
132,organic,organic,2023-03-25 08:10:14
133,referral,refer_a_friend,2023-03-22 22:41:52
134,meta_ads,fb_prospecting,2023-03-27 17:37:26
135,google_ads,gad_retargeting,2023-03-12 07:10:05
136,google_ads,gad_brand,2023-03-18 00:52:58
137,meta_ads,fb_prospecting,2023-03-10 10:59:03
138,email,winback,2023-03-24 17:46:16
139,google_ads,gad_retargeting,2023-03-06 11:21:53
140,organic,organic,2023-03-02 23:20:09
141,google_ads,gad_brand,2023-03-20 09:25:30
142,google_ads,gad_retargeting,2023-03-16 18:11:56
143,google_ads,gad_retargeting,2023-03-12 15:16:01
144,google_ads,gad_brand,2023-03-07 00:05:04
145,tiktok_ads,tt_conversion,2023-03-21 03:17:19
146,organic,organic,2023-03-18 16:18:06
147,referral,refer_a_friend,2023-03-26 15:02:12
148,google_ads,gad_generic,2023-03-02 05:24:33
149,referral,refer_a_friend,2023-03-10 03:31:18
150,google_ads,gad_generic,2023-03-24 10:38:43
151,referral,refer_a_friend,2023-03-25 10:09:09
152,google_ads,gad_generic,2023-03-02 15:11:52
153,google_ads,gad_brand,2023-03-09 15:08:20
154,google_ads,gad_generic,2023-03-04 23:49:52
155,referral,refer_a_friend,2023-03-27 20:46:32
156,referral,refer_a_friend,2023-03-20 11:59:05
157,google_ads,gad_generic,2023-03-11 09:04:10
158,google_ads,gad_retargeting,2023-03-23 01:12:48
159,tiktok_ads,tt_conversion,2023-03-16 11:09:58
160,tiktok_ads,tt_awareness,2023-03-28 22:04:22
161,organic,organic,2023-03-27 03:06:28
162,organic,organic,2023-03-22 23:49:31
163,organic,organic,2023-03-03 08:06:25
164,referral,refer_a_friend,2023-03-28 00:49:10
165,organic,organic,2023-03-01 17:56:59
166,meta_ads,fb_prospecting,2023-03-10 18:44:26
167,referral,refer_a_friend,2023-03-25 19:04:03
168,referral,refer_a_friend,2023-04-22 06:25:22
169,google_ads,gad_generic,2023-04-13 21:29:02
170,email,newsletter,2023-04-12 04:46:53
171,meta_ads,ig_lookalike,2023-04-22 07:51:31
172,tiktok_ads,tt_conversion,2023-04-18 21:33:15
173,affiliate,aff_partner_b,2023-04-23 13:32:55
174,affiliate,aff_partner_a,2023-04-05 17:43:59
175,tiktok_ads,tt_conversion,2023-04-08 00:51:41
176,referral,refer_a_friend,2023-04-21 22:17:46
177,google_ads,gad_brand,2023-04-25 13:08:21
178,referral,refer_a_friend,2023-04-04 21:44:13
179,referral,refer_a_friend,2023-04-03 10:23:41
180,organic,organic,2023-04-24 13:10:58
181,google_ads,gad_brand,2023-04-28 11:22:35
182,google_ads,gad_brand,2023-04-20 05:37:12
183,referral,refer_a_friend,2023-04-18 08:24:48
184,tiktok_ads,tt_conversion,2023-04-06 21:29:26
185,email,winback,2023-04-07 01:24:43
186,organic,organic,2023-04-16 15:09:47
187,google_ads,gad_brand,2023-04-17 12:08:05
188,referral,refer_a_friend,2023-04-10 10:43:31
189,google_ads,gad_generic,2023-04-06 20:32:41
190,meta_ads,ig_lookalike,2023-04-05 01:31:13
191,tiktok_ads,tt_conversion,2023-04-21 21:42:52
192,google_ads,gad_generic,2023-04-20 20:05:38
193,organic,organic,2023-04-02 12:16:58
194,organic,organic,2023-04-23 12:32:33
195,google_ads,gad_brand,2023-04-07 14:45:46
196,google_ads,gad_brand,2023-04-19 11:02:53
197,google_ads,gad_generic,2023-04-02 23:26:29
198,google_ads,gad_generic,2023-04-07 17:36:46
199,google_ads,gad_brand,2023-04-02 11:28:36
200,organic,organic,2023-04-24 04:53:05
201,referral,refer_a_friend,2023-04-08 02:42:02
202,organic,organic,2023-04-11 01:13:20
203,google_ads,gad_retargeting,2023-04-22 03:12:06
204,google_ads,gad_retargeting,2023-04-28 04:37:40
205,meta_ads,ig_lookalike,2023-04-14 20:20:44
206,google_ads,gad_retargeting,2023-04-21 23:52:28
207,tiktok_ads,tt_awareness,2023-04-11 02:38:44
208,google_ads,gad_retargeting,2023-04-28 17:42:49
209,referral,refer_a_friend,2023-04-04 12:44:47
210,google_ads,gad_generic,2023-04-16 07:44:06
211,referral,refer_a_friend,2023-04-22 17:52:54
212,google_ads,gad_brand,2023-04-21 06:25:55
213,google_ads,gad_brand,2023-04-19 00:54:36
214,google_ads,gad_retargeting,2023-04-04 13:12:25
215,google_ads,gad_brand,2023-04-09 11:41:07
216,google_ads,gad_brand,2023-04-06 12:56:00
217,meta_ads,ig_lookalike,2023-04-24 13:16:33
218,organic,organic,2023-04-12 07:59:13
219,meta_ads,ig_lookalike,2023-04-18 18:52:28
220,organic,organic,2023-04-06 20:52:09
221,meta_ads,ig_lookalike,2023-04-08 09:11:14
222,organic,organic,2023-04-28 00:47:20
223,google_ads,gad_retargeting,2023-04-26 10:33:39
224,organic,organic,2023-04-01 21:23:27
225,meta_ads,fb_prospecting,2023-04-16 09:11:07
226,google_ads,gad_retargeting,2023-04-12 07:35:17
227,meta_ads,ig_lookalike,2023-04-07 09:49:45
228,organic,organic,2023-04-25 07:48:56
229,tiktok_ads,tt_awareness,2023-05-01 00:26:39
230,referral,refer_a_friend,2023-05-09 13:21:25
231,meta_ads,ig_lookalike,2023-05-20 18:59:49
232,tiktok_ads,tt_conversion,2023-05-01 16:39:32
233,tiktok_ads,tt_conversion,2023-05-23 23:39:02
234,google_ads,gad_generic,2023-05-05 13:42:41
235,referral,refer_a_friend,2023-05-25 07:41:30
236,organic,organic,2023-05-08 14:59:05
237,referral,refer_a_friend,2023-05-04 04:07:01
238,google_ads,gad_retargeting,2023-05-16 17:20:43
239,tiktok_ads,tt_awareness,2023-05-16 03:20:24
240,google_ads,gad_brand,2023-05-27 22:24:38
241,referral,refer_a_friend,2023-05-13 03:39:59
242,meta_ads,fb_prospecting,2023-05-23 13:58:57
243,organic,organic,2023-05-03 05:50:29
244,google_ads,gad_brand,2023-05-01 17:01:23
245,tiktok_ads,tt_conversion,2023-05-18 07:43:22
246,organic,organic,2023-05-03 01:35:05
247,organic,organic,2023-05-09 15:40:58
248,organic,organic,2023-05-26 14:31:00
249,tiktok_ads,tt_conversion,2023-05-23 18:50:53
250,referral,refer_a_friend,2023-05-01 23:46:03
251,email,winback,2023-05-14 05:27:15
252,tiktok_ads,tt_conversion,2023-05-15 02:14:56
253,google_ads,gad_brand,2023-05-10 20:31:02
254,referral,refer_a_friend,2023-05-04 13:16:21
255,tiktok_ads,tt_conversion,2023-05-13 05:47:14
256,organic,organic,2023-05-20 13:34:35
257,referral,refer_a_friend,2023-05-17 15:12:23
258,google_ads,gad_brand,2023-05-19 13:09:46
259,referral,refer_a_friend,2023-05-25 09:33:37
260,affiliate,aff_partner_a,2023-05-26 00:53:39
261,google_ads,gad_retargeting,2023-05-22 16:37:05
262,google_ads,gad_retargeting,2023-05-26 08:19:48
263,organic,organic,2023-05-07 06:52:40
264,google_ads,gad_retargeting,2023-05-02 05:40:07
265,google_ads,gad_brand,2023-05-10 15:32:07
266,organic,organic,2023-05-12 11:33:06
267,organic,organic,2023-05-20 07:14:17
268,meta_ads,ig_lookalike,2023-05-15 10:24:59
269,google_ads,gad_generic,2023-05-02 13:39:16
270,google_ads,gad_generic,2023-05-20 06:52:41
271,google_ads,gad_brand,2023-05-12 08:11:40
272,google_ads,gad_generic,2023-05-16 18:47:39
273,affiliate,aff_partner_a,2023-05-15 16:18:05
274,google_ads,gad_retargeting,2023-05-24 20:34:28
275,google_ads,gad_retargeting,2023-05-25 10:36:02
276,meta_ads,fb_prospecting,2023-05-13 16:34:26
277,organic,organic,2023-05-18 13:53:22
278,google_ads,gad_generic,2023-05-11 16:14:32
279,google_ads,gad_brand,2023-05-20 15:05:32
280,meta_ads,ig_lookalike,2023-05-22 13:33:26
281,google_ads,gad_retargeting,2023-05-17 18:16:51
282,organic,organic,2023-05-18 11:04:06
283,meta_ads,ig_lookalike,2023-05-27 23:43:14
284,google_ads,gad_brand,2023-05-28 21:13:19
285,organic,organic,2023-05-04 09:25:40
286,google_ads,gad_generic,2023-05-17 06:28:13
287,google_ads,gad_generic,2023-05-17 03:48:41
288,google_ads,gad_generic,2023-05-03 17:43:35
289,organic,organic,2023-05-09 02:24:32
290,google_ads,gad_brand,2023-05-16 19:28:24
291,meta_ads,ig_lookalike,2023-05-09 18:04:53
292,organic,organic,2023-06-09 04:51:26
293,meta_ads,fb_prospecting,2023-06-02 17:45:07
294,google_ads,gad_retargeting,2023-06-28 20:52:32
295,referral,refer_a_friend,2023-06-11 18:30:55
296,organic,organic,2023-06-20 03:24:13
297,tiktok_ads,tt_conversion,2023-06-26 00:55:16
298,meta_ads,ig_lookalike,2023-06-01 14:27:28
299,google_ads,gad_brand,2023-06-04 02:17:18
300,organic,organic,2023-06-05 00:46:49
301,referral,refer_a_friend,2023-06-03 00:37:07
302,referral,refer_a_friend,2023-06-05 00:17:08
303,email,newsletter,2023-06-18 05:15:35
304,google_ads,gad_generic,2023-06-10 15:00:18
305,google_ads,gad_retargeting,2023-06-19 07:54:08
306,referral,refer_a_friend,2023-06-04 00:09:55
307,organic,organic,2023-06-10 07:06:51
308,google_ads,gad_generic,2023-06-18 20:28:34
309,organic,organic,2023-06-06 18:32:19
310,referral,refer_a_friend,2023-06-14 22:22:34
311,google_ads,gad_generic,2023-06-16 16:59:41
312,meta_ads,ig_lookalike,2023-06-20 19:31:36
313,referral,refer_a_friend,2023-06-23 23:10:01
314,email,winback,2023-06-06 17:45:25
315,affiliate,aff_partner_a,2023-06-04 09:21:45
316,organic,organic,2023-06-28 01:29:41
317,meta_ads,fb_prospecting,2023-06-09 13:11:21
318,organic,organic,2023-06-20 08:24:32
319,google_ads,gad_generic,2023-06-08 14:24:38
320,referral,refer_a_friend,2023-06-23 09:55:48
321,tiktok_ads,tt_awareness,2023-06-24 17:06:58
322,organic,organic,2023-06-15 12:52:53
323,referral,refer_a_friend,2023-06-18 20:21:44
324,tiktok_ads,tt_awareness,2023-06-18 20:14:31
325,tiktok_ads,tt_conversion,2023-06-16 19:32:38
326,google_ads,gad_brand,2023-06-03 00:26:14
327,referral,refer_a_friend,2023-06-19 19:43:31
328,tiktok_ads,tt_awareness,2023-06-25 07:25:39
329,google_ads,gad_brand,2023-06-24 07:08:59
330,google_ads,gad_retargeting,2023-06-18 21:16:25
331,referral,refer_a_friend,2023-06-08 12:07:57
332,meta_ads,fb_prospecting,2023-06-07 22:38:16
333,google_ads,gad_generic,2023-06-08 12:47:56
334,google_ads,gad_retargeting,2023-06-16 23:35:57
335,google_ads,gad_generic,2023-06-20 18:38:48
336,meta_ads,fb_prospecting,2023-06-11 16:57:26
337,google_ads,gad_retargeting,2023-06-07 13:54:29
338,referral,refer_a_friend,2023-06-08 16:59:41
339,referral,refer_a_friend,2023-06-20 11:01:10
340,google_ads,gad_generic,2023-06-08 00:54:35
341,meta_ads,fb_prospecting,2023-06-19 04:13:37
342,tiktok_ads,tt_conversion,2023-06-04 05:53:04
343,organic,organic,2023-06-11 19:58:25
344,meta_ads,fb_prospecting,2023-06-22 05:17:42
345,google_ads,gad_retargeting,2023-06-26 09:51:42
346,google_ads,gad_generic,2023-06-03 10:53:07
347,organic,organic,2023-06-18 17:28:58
348,referral,refer_a_friend,2023-06-15 14:05:40
349,referral,refer_a_friend,2023-06-26 08:42:40
350,google_ads,gad_retargeting,2023-06-04 01:39:55
351,referral,refer_a_friend,2023-06-23 22:39:46
352,referral,refer_a_friend,2023-06-11 08:21:40
353,google_ads,gad_generic,2023-06-05 21:51:25
354,google_ads,gad_retargeting,2023-06-03 08:25:38
355,tiktok_ads,tt_conversion,2023-06-14 14:36:30
356,organic,organic,2023-06-03 19:54:27
357,organic,organic,2023-06-02 05:35:28
358,google_ads,gad_brand,2023-07-21 02:36:53
359,google_ads,gad_brand,2023-07-10 10:45:14
360,google_ads,gad_brand,2023-07-02 06:03:13
361,google_ads,gad_retargeting,2023-07-25 16:52:58
362,google_ads,gad_brand,2023-07-16 01:34:19
363,meta_ads,fb_prospecting,2023-07-26 04:29:49
364,tiktok_ads,tt_awareness,2023-07-25 03:36:27
365,tiktok_ads,tt_conversion,2023-07-13 06:10:03
366,google_ads,gad_generic,2023-07-17 10:24:00
367,google_ads,gad_retargeting,2023-07-24 16:05:31
368,google_ads,gad_generic,2023-07-11 10:53:03
369,referral,refer_a_friend,2023-07-19 10:45:24
370,google_ads,gad_brand,2023-07-16 05:23:29
371,referral,refer_a_friend,2023-07-20 02:57:29
372,google_ads,gad_generic,2023-07-26 15:26:17
373,referral,refer_a_friend,2023-07-17 01:51:42
374,organic,organic,2023-07-10 04:57:46
375,meta_ads,fb_prospecting,2023-07-22 02:47:14
376,meta_ads,fb_prospecting,2023-07-21 11:20:31
377,meta_ads,ig_lookalike,2023-07-01 16:35:02
378,google_ads,gad_brand,2023-07-24 07:48:14
379,google_ads,gad_retargeting,2023-07-16 09:50:57
380,referral,refer_a_friend,2023-07-19 09:13:06
381,tiktok_ads,tt_conversion,2023-07-14 07:23:29
382,google_ads,gad_retargeting,2023-07-13 11:19:28
383,google_ads,gad_brand,2023-07-24 02:11:09
384,referral,refer_a_friend,2023-07-08 06:38:52
385,meta_ads,ig_lookalike,2023-07-17 14:06:35
386,tiktok_ads,tt_awareness,2023-07-12 20:59:29
387,referral,refer_a_friend,2023-07-27 15:26:11
388,google_ads,gad_generic,2023-07-09 00:27:24
389,tiktok_ads,tt_conversion,2023-07-26 05:23:24
390,google_ads,gad_retargeting,2023-07-13 09:20:14
391,meta_ads,fb_prospecting,2023-07-26 03:59:20
392,referral,refer_a_friend,2023-07-08 11:06:33
393,google_ads,gad_generic,2023-07-26 18:36:38
394,referral,refer_a_friend,2023-07-19 04:05:32
395,organic,organic,2023-07-07 09:29:52
396,referral,refer_a_friend,2023-07-06 08:45:20
397,organic,organic,2023-07-05 05:09:11
398,tiktok_ads,tt_awareness,2023-07-16 19:40:34
399,google_ads,gad_generic,2023-07-21 02:25:05
400,tiktok_ads,tt_conversion,2023-07-06 06:44:09
401,referral,refer_a_friend,2023-07-20 05:09:32
402,google_ads,gad_generic,2023-07-14 07:52:47
403,google_ads,gad_retargeting,2023-07-18 14:28:58
404,google_ads,gad_retargeting,2023-07-06 04:44:27
405,organic,organic,2023-07-06 05:06:36
406,google_ads,gad_brand,2023-07-15 09:31:30
407,meta_ads,ig_lookalike,2023-07-18 06:06:04
408,organic,organic,2023-07-01 08:29:36
409,email,newsletter,2023-07-26 16:30:10
410,referral,refer_a_friend,2023-07-08 21:09:18
411,google_ads,gad_brand,2023-07-09 20:09:21
412,referral,refer_a_friend,2023-07-05 13:03:19
413,referral,refer_a_friend,2023-07-24 11:09:08
414,meta_ads,fb_prospecting,2023-07-28 21:54:29
415,organic,organic,2023-07-27 07:03:43
416,google_ads,gad_brand,2023-07-25 10:53:57
417,affiliate,aff_partner_b,2023-07-01 16:52:08
418,meta_ads,fb_prospecting,2023-07-21 03:01:39
419,organic,organic,2023-07-20 05:07:22
420,referral,refer_a_friend,2023-07-25 18:08:10
421,affiliate,aff_partner_a,2023-07-26 07:02:43
422,google_ads,gad_generic,2023-07-12 05:42:44
423,referral,refer_a_friend,2023-07-02 13:14:59
424,organic,organic,2023-07-22 18:24:52
425,referral,refer_a_friend,2023-07-04 12:52:29
426,meta_ads,ig_lookalike,2023-07-19 21:26:38
427,google_ads,gad_retargeting,2023-08-20 04:08:04
428,google_ads,gad_generic,2023-08-21 14:11:10
429,meta_ads,ig_lookalike,2023-08-11 17:17:33
430,tiktok_ads,tt_conversion,2023-08-11 14:46:37
431,tiktok_ads,tt_awareness,2023-08-24 15:34:26
432,organic,organic,2023-08-18 03:46:16
433,google_ads,gad_retargeting,2023-08-10 19:02:15
434,organic,organic,2023-08-09 05:34:49
435,google_ads,gad_generic,2023-08-23 00:35:35
436,meta_ads,fb_prospecting,2023-08-27 10:51:26
437,google_ads,gad_generic,2023-08-19 07:28:46
438,google_ads,gad_generic,2023-08-22 18:46:31
439,meta_ads,fb_prospecting,2023-08-02 18:15:20
440,organic,organic,2023-08-25 20:38:03
441,affiliate,aff_partner_b,2023-08-20 03:44:41
442,organic,organic,2023-08-03 17:59:48
443,google_ads,gad_brand,2023-08-19 13:51:39
444,google_ads,gad_retargeting,2023-08-19 16:19:14
445,tiktok_ads,tt_awareness,2023-08-26 23:12:07
446,google_ads,gad_retargeting,2023-08-28 20:20:33
447,organic,organic,2023-08-05 00:08:31
448,google_ads,gad_generic,2023-08-28 10:16:08
449,google_ads,gad_generic,2023-08-16 22:28:42
450,referral,refer_a_friend,2023-08-06 22:31:00
451,referral,refer_a_friend,2023-08-06 20:12:07
452,meta_ads,fb_prospecting,2023-08-25 08:45:32
453,meta_ads,fb_prospecting,2023-08-21 04:13:33
454,google_ads,gad_retargeting,2023-08-10 19:10:01
455,tiktok_ads,tt_conversion,2023-08-15 17:05:34
456,organic,organic,2023-08-23 21:45:02
457,google_ads,gad_retargeting,2023-08-12 21:56:03
458,tiktok_ads,tt_conversion,2023-08-24 17:48:47
459,meta_ads,fb_prospecting,2023-08-12 07:45:55
460,referral,refer_a_friend,2023-08-01 01:18:09
461,meta_ads,ig_lookalike,2023-08-26 22:44:59
462,meta_ads,fb_prospecting,2023-08-13 01:25:18
463,organic,organic,2023-08-11 04:10:14
464,google_ads,gad_brand,2023-08-20 05:35:06
465,organic,organic,2023-08-19 10:26:12
466,meta_ads,ig_lookalike,2023-08-22 17:18:48
467,referral,refer_a_friend,2023-08-27 14:46:45
468,tiktok_ads,tt_awareness,2023-08-12 04:22:42
469,meta_ads,ig_lookalike,2023-08-17 15:59:05
470,google_ads,gad_generic,2023-08-06 15:12:10
471,organic,organic,2023-08-13 14:41:59
472,google_ads,gad_generic,2023-08-05 10:15:43
473,google_ads,gad_retargeting,2023-08-20 23:41:56
474,referral,refer_a_friend,2023-08-03 13:06:22
475,google_ads,gad_brand,2023-08-03 14:16:05
476,google_ads,gad_generic,2023-08-15 16:50:27
477,meta_ads,ig_lookalike,2023-08-22 09:05:45
478,google_ads,gad_brand,2023-08-11 08:17:31
479,referral,refer_a_friend,2023-08-05 12:58:14
480,google_ads,gad_brand,2023-08-09 08:55:33
481,meta_ads,fb_prospecting,2023-08-19 22:53:18
482,tiktok_ads,tt_awareness,2023-08-07 10:25:09
483,organic,organic,2023-08-11 10:51:23
484,google_ads,gad_brand,2023-08-21 17:00:02
485,meta_ads,fb_prospecting,2023-08-12 06:38:12
486,meta_ads,fb_prospecting,2023-08-24 01:12:41
487,google_ads,gad_brand,2023-08-04 19:39:13
488,organic,organic,2023-08-17 15:24:49
489,organic,organic,2023-08-27 15:23:49
490,google_ads,gad_brand,2023-08-09 17:48:37
491,organic,organic,2023-08-01 00:11:57
492,meta_ads,fb_prospecting,2023-08-10 09:35:24
493,google_ads,gad_brand,2023-08-28 02:47:45
494,google_ads,gad_generic,2023-08-15 19:54:04
495,organic,organic,2023-08-15 03:46:07
496,email,newsletter,2023-08-02 08:58:05
497,organic,organic,2023-08-01 02:29:08
498,google_ads,gad_retargeting,2023-09-11 15:43:57
499,google_ads,gad_brand,2023-09-23 19:20:29
500,google_ads,gad_generic,2023-09-06 17:55:24
501,referral,refer_a_friend,2023-09-24 23:38:13
502,google_ads,gad_retargeting,2023-09-21 23:50:39
503,meta_ads,fb_prospecting,2023-09-20 02:43:26
504,referral,refer_a_friend,2023-09-23 02:49:40
505,meta_ads,ig_lookalike,2023-09-23 16:01:35
506,tiktok_ads,tt_conversion,2023-09-24 02:14:11
507,tiktok_ads,tt_awareness,2023-09-01 23:24:44
508,organic,organic,2023-09-20 04:26:18
509,organic,organic,2023-09-21 21:08:56
510,google_ads,gad_generic,2023-09-09 06:05:34
511,affiliate,aff_partner_b,2023-09-08 20:18:19
512,meta_ads,fb_prospecting,2023-09-01 13:23:09
513,referral,refer_a_friend,2023-09-05 08:03:22
514,tiktok_ads,tt_awareness,2023-09-11 06:31:55
515,google_ads,gad_retargeting,2023-09-06 11:41:10
516,referral,refer_a_friend,2023-09-06 00:32:47
517,referral,refer_a_friend,2023-09-21 11:19:51
518,referral,refer_a_friend,2023-09-01 09:19:04
519,tiktok_ads,tt_conversion,2023-09-12 00:32:40
520,google_ads,gad_retargeting,2023-09-08 14:39:02
521,google_ads,gad_brand,2023-09-21 06:28:25
522,tiktok_ads,tt_conversion,2023-09-23 10:53:38
523,google_ads,gad_brand,2023-09-20 07:33:36
524,google_ads,gad_retargeting,2023-09-25 16:30:09
525,google_ads,gad_retargeting,2023-09-15 20:26:15
526,google_ads,gad_generic,2023-09-22 22:15:32
527,referral,refer_a_friend,2023-09-03 15:24:03
528,google_ads,gad_generic,2023-09-11 16:55:48
529,google_ads,gad_generic,2023-09-21 09:51:55
